,song_name,ir_type,motion_type,speech_xy,listener_azi,listener_x,listener_y,snr,locq
74,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,1.5,-0.5,-0.5838115970778119,0.40246281007467666
75,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,2.0,-0.5,0.285353702249985,0.42205116270890863
76,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,2.5,-0.5,1.2030478054379543,0.4351776718007581
77,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-2.5,-1.0,-0.2850417141272601,0.39939019843096757
78,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-2.0,-1.0,-1.4917241221880175,0.38312299383040743
79,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-1.5,-1.0,-2.8908201687839608,0.3559011734725657
80,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-1.0,-1.0,-4.588328029186968,0.32985740176800354
81,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-0.5,-1.0,-6.028960146379415,0.29683115412485905
82,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,0.0,-1.0,-6.626920354338981,0.27816725408373544
83,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,0.5,-1.0,-6.256090660712832,0.2965291910879438
84,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,1.0,-1.0,-5.0065828906325365,0.3303639422391113
85,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,1.5,-1.0,-3.4168416750732007,0.364387269864608
86,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,2.0,-1.0,-2.0358601490024597,0.39056030927822033
87,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,2.5,-1.0,-0.7628957489893082,0.40557164003224566
88,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-2.5,-1.5,-1.9082534626238257,0.3713010478526374
89,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-2.0,-1.5,-3.509655583761898,0.3520395364366639
90,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-1.5,-1.5,-5.561562689644163,0.3262787595804952
91,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-1.0,-1.5,-8.326166032351011,0.28919536459060774
92,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-0.5,-1.5,-8.628043985440083,0.2768546934582714
93,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,0.0,-1.5,-7.69805144229198,0.2655774170084564
94,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,0.5,-1.5,-8.836963995015939,0.2786761538666618
95,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,1.0,-1.5,-8.688007870772761,0.28731348973417137
96,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,1.5,-1.5,-5.98803790018399,0.32631995788507906
97,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,2.0,-1.5,-3.9791499907981205,0.3565844598231354
98,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,2.5,-1.5,-2.3762366458411037,0.3735426553317054
99,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-2.5,-2.0,-3.0583694686762044,0.35026087968645797
100,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-2.0,-2.0,-4.863725031692148,0.3303032892611577
101,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-1.5,-2.0,-7.277940435039234,0.2967057905084145
102,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-1.0,-2.0,-10.836853831430307,0.2539015016343383
103,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-0.5,-2.0,-10.86322236616331,0.25305726676496176
104,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,0.0,-2.0,-8.758625949829472,0.24067481700033244
105,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,0.5,-2.0,-10.978000239578247,0.24838204028045968
106,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,1.0,-2.0,-11.109239373974205,0.24813181545849608
107,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,1.5,-2.0,-7.6097265792901965,0.294109683245353
108,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,2.0,-2.0,-5.286195048723194,0.32567312189529785
109,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,2.5,-2.0,-3.5264696055164677,0.3501632970352419
110,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-2.5,-2.5,-3.5788971292418026,0.3380316806540467
111,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-2.0,-2.5,-5.308916522363738,0.3212143247367107
112,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-1.5,-2.5,-7.487721279691691,0.29820738285876247
113,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-1.0,-2.5,-10.374427106408636,0.2592604285358077
114,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,-0.5,-2.5,-10.815230254843748,0.24358153223764575
115,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,0.0,-2.5,-9.548118469079785,0.23089155440255096
116,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,0.5,-2.5,-10.861758090622253,0.24162629150085513
117,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,1.0,-2.5,-10.565065512420016,0.2551582934320645
118,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,1.5,-2.5,-7.77658490396351,0.29441174171599716
119,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,2.0,-2.5,-5.702138000940089,0.32725404376648354
120,Matthew Entwistle - Dont You Ever,HRIR,translational,"(0, -2)",0,2.5,-2.5,-4.070093712526663,0.3488922928354086
