,song_name,ir_type,motion_type,speech_xy,listener_azi,listener_x,listener_y,snr,locq,ssr
58,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-1.0,0.0,3.082011071391321,0.4923890296648231,40.83878381126649
59,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-0.5,0.0,2.739116076668637,0.48250250689042457,39.383625023428316
60,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,0.0,0.0,2.528447904411415,0.4791516222024542,38.813790509029495
61,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,0.5,0.0,2.647206761347981,0.4870278940011009,35.51930821746294
62,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,1.0,0.0,2.899210037387917,0.5035455010707321,45.907750471649756
63,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,1.5,0.0,3.2063448087281756,0.5168632742613928,42.03533784055071
64,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,2.0,0.0,3.708905217801849,0.5294524138940402,39.718281718064375
65,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,2.5,0.0,4.211663964983444,0.5335817846040998,38.1221821816419
66,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-2.5,-0.5,2.612377774321857,0.49152946060981634,35.05862778809195
67,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-2.0,-0.5,1.6935407946118488,0.4785894028499089,35.9491914010366
68,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-1.5,-0.5,0.7348491402821224,0.46365892870839515,37.633037763310966
69,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-1.0,-0.5,-0.23397790940281027,0.4439431501225451,36.23370648497633
70,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-0.5,-0.5,-0.8916231885973787,0.42223398678831087,34.0500355492476
71,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,0.0,-0.5,-1.22839581387273,0.41747863664457785,34.44189131050826
72,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,0.5,-0.5,-0.9670249720915152,0.4281356146531481,36.15835454468562
73,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,1.0,-0.5,-0.4381900957837246,0.4518389365024765,40.10971615702539
74,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,1.5,-0.5,0.393043345600411,0.4710748806356554,35.906281538080805
75,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,2.0,-0.5,1.225049993220935,0.4910550489436538,34.296762159935724
76,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,2.5,-0.5,2.174428667274583,0.5050264754581522,35.439628003377095
77,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-2.5,-1.0,0.6667372920150498,0.46722698801870993,37.44771610536919
